city;admin_name;name;ID
FOLLONICA;Toscana;Cinema Astra;3003818928
GROSSETO;Toscana;Cinema;3598244304
GROSSETO;Toscana;Cinema all'aperto / Spettacoli;3143607468
GROSSETO;Toscana;The Space cinema;1651578966
CITTA' DI CASTELLO;Umbria;Cinema Eden;1480423640
CITTA' DI CASTELLO;Umbria;Nuovo Cinema Castello;3833641114
CORCIANO;Umbria;The Space cinema;1737773293
FOLIGNO;Umbria;Multisala Supercinema Clarici;2616045820
GUBBIO;Umbria;Cinema Astra;3154005232
GUBBIO;Umbria;Cinema Italia;1870786187
MARSCIANO;Umbria;Cinema Concordia;3227768173
PERUGIA;Umbria;Cinema Pavone;1942098827
PERUGIA;Umbria;Nuovo Cinema Méliès;2494949679
PERUGIA;Umbria;PostModernissimo;3366294910
PERUGIA;Umbria;Sant'Angelo Cinematografo Teatro;1728788965
PERUGIA;Umbria;UCI Cinemas;1514200378
PERUGIA;Umbria;Zenith;1731560125
UMBERTIDE;Umbria;Metropolis cinema;1664061614
ORVIETO;Umbria;Cinema Corso;1449350664
TERNI;Umbria;Cityplex Politeama Lucioli;3839528428
MONTEFIASCONE;Lazio;Cinema Gallery;757452223
TUSCANIA;Lazio;Supercinema;1930180202
VALENTANO;Lazio;Cinema Colombo;3422166427
RIETI;Lazio;Multisala Moderno;2763598274
ANZIO;Lazio;Astoria;442495480
ANZIO;Lazio;Moderno;442495672
GENZANO DI ROMA;Lazio;Cinema Multisala Cynthianum;1000774083
GROTTAFERRATA;Lazio;Al Fellini;905085280
MONTEROTONDO;Lazio;Mancini;1996953352
ROMA;Lazio;Admiral;1283216891
ROMA;Lazio;Admiral;1283216891
ROMA;Lazio;Adriano;309569303
ROMA;Lazio;Adriano;309569303
ROMA;Lazio;Alcazar;1528875622
ROMA;Lazio;Alcazar;1528875622
ROMA;Lazio;Alhambra;3476234693
ROMA;Lazio;Alhambra;3476234693
ROMA;Lazio;Andromeda;610928685
ROMA;Lazio;Andromeda;610928685
ROMA;Lazio;Azzurro Scipioni;1334091777
ROMA;Lazio;Azzurro Scipioni;1334091777
ROMA;Lazio;Barberini;612605225
ROMA;Lazio;Barberini;612605225
ROMA;Lazio;Brodway;1701670092
ROMA;Lazio;Brodway;1701670092
ROMA;Lazio;Cinecittà;899270724
ROMA;Lazio;Cinecittà;899270724
ROMA;Lazio;Cineclub Alphaville;248663946
ROMA;Lazio;Cineclub Alphaville;248663946
ROMA;Lazio;Cineclub Detour;1542593183
ROMA;Lazio;Cineclub Detour;1542593183
ROMA;Lazio;Cineclub Kino;1759856900
ROMA;Lazio;Cineclub Kino;1759856900
ROMA;Lazio;CineClub Podere Rosa;1601383258
ROMA;Lazio;CineClub Podere Rosa;1601383258
ROMA;Lazio;Cineland;388097156
ROMA;Lazio;Cineland;388097156
ROMA;Lazio;Cinema CIAK;916548809
ROMA;Lazio;Cinema CIAK;916548809
ROMA;Lazio;Cinema Royal;276555836
ROMA;Lazio;Cinema Royal;276555836
ROMA;Lazio;Cinema Savoy;301336161
ROMA;Lazio;Cinema Savoy;301336161
ROMA;Lazio;Cinema Teatro Don Bosco;3889651820
ROMA;Lazio;Cinema Teatro Don Bosco;3889651820
ROMA;Lazio;Cinema Tiziano;309568195
ROMA;Lazio;Cinema Tiziano;309568195
ROMA;Lazio;Cinestar Cassia;916498660
ROMA;Lazio;Cinestar Cassia;916498660
ROMA;Lazio;Doria;422034617
ROMA;Lazio;Doria;422034617
ROMA;Lazio;Eden;1160046238
ROMA;Lazio;Eden;1160046238
ROMA;Lazio;Empire;310479059
ROMA;Lazio;Empire;310479059
ROMA;Lazio;EUR Cine;250884088
ROMA;Lazio;EUR Cine;250884088
